ASV31,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_unclassified,Alveolata-Dinoflagellates
ASV32,Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_unclassified,Parmales_unclassified,Parmales_unclassified,Stramenopiles-Ochrophyta
ASV33,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Alveolata-Syndiniales
ASV34,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_unclassified,Maxillopoda_unclassified,Opisthokonta-Metazoa
ASV35,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Alveolata-Syndiniales
ASV36,Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3I,MAST-3I_X,MAST-3I_XX,MAST-3I_XX_sp.,Stramenopiles-MAST
ASV37,Eukaryota,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles-Other
ASV38,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Alveolata-Syndiniales
ASV39,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata-Syndiniales
ASV40,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV41,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV42,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Alveolata-Syndiniales
ASV43,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_unclassified,Stramenopiles-Ochrophyta
ASV44,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX,RAD-B_X_Group-IV_XX_sp.,Rhizaria-Radiolaria
ASV45,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.,Alveolata-Syndiniales
ASV46,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_unclassified,Alveolata-Dinoflagellates
ASV47,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Alveolata-Dinoflagellates
ASV48,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Endomyxa_X,Endo4-lineage,Endo4-lineage_X,Endo4-lineage_X_sp.,Rhizaria-Cercozoa
ASV49,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV50,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XX_unclassified,Ctenophora_XX_unclassified,Opisthokonta-Metazoa
ASV51,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Syndiniales_X,Syndiniales_XX,Syndiniales_XXX,Syndiniales_XXX_sp.,Alveolata-Syndiniales
ASV52,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_X_unclassified,Chrysophyceae_X_unclassified,Chrysophyceae_X_unclassified,Stramenopiles-Ochrophyta
ASV53,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Syndiniales_unclassified,Syndiniales_unclassified,Syndiniales_unclassified,Syndiniales_unclassified,Alveolata-Syndiniales
ASV54,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_unclassified,Dino-Group-I-Clade-4_unclassified,Alveolata-Syndiniales
ASV55,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_unclassified,Stramenopiles-Ochrophyta
ASV56,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,Alveolata-Syndiniales
ASV57,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XX_unclassified,Ctenophora_XX_unclassified,Opisthokonta-Metazoa
ASV58,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV59,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Stramenopiles-Unclassified
ASV60,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XX_unclassified,Ctenophora_XX_unclassified,Opisthokonta-Metazoa
ASV61,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,Alveolata-Syndiniales
ASV62,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Lampocteis,Lampocteis_cruentiventer,Opisthokonta-Metazoa
ASV63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Alveolata-Dinoflagellates
ASV64,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV65,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.,Opisthokonta-Metazoa
ASV66,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_unclassified,Dino-Group-I-Clade-4_unclassified,Alveolata-Syndiniales
ASV67,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XX_unclassified,Ctenophora_XX_unclassified,Opisthokonta-Metazoa
ASV68,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV69,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Endomyxa-Ascetosporea_unclassified,Endomyxa-Ascetosporea_unclassified,Endomyxa-Ascetosporea_unclassified,Endomyxa-Ascetosporea_unclassified,Rhizaria-Cercozoa
ASV70,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.,Alveolata-Syndiniales
ASV71,Eukaryota,Rhizaria,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Rhizaria-Cercozoa
ASV72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Alveolata-Dinoflagellates
ASV73,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_burkhardae,Stramenopiles-Bicoecea
ASV74,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Alveolata-Syndiniales
ASV75,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV76,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Syndiniales_unclassified,Syndiniales_unclassified,Syndiniales_unclassified,Syndiniales_unclassified,Alveolata-Syndiniales
ASV77,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Alveolata-Syndiniales
ASV78,Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon_unclassified,Archaeplastida-Chlorophyta
ASV79,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,Rhizaria-Radiolaria
ASV80,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.,Alveolata-Syndiniales
ASV81,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,Alveolata-Syndiniales
ASV82,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_unclassified,Alveolata-Dinoflagellates
ASV83,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Rhizaria-Radiolaria
ASV84,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_unclassified,Telonemia-Group-2_unclassified,Hacrobia-Other
ASV85,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Halosphaeraceae,Halosphaera,Halosphaera_sp.,Archaeplastida-Chlorophyta
ASV86,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_sp.,Stramenopiles-Ochrophyta
ASV87,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Endomyxa_X,Endo4-lineage,Endo4-lineage_X,Endo4-lineage_X_sp.,Rhizaria-Cercozoa
ASV88,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_X_unclassified,Chrysophyceae_X_unclassified,Chrysophyceae_X_unclassified,Stramenopiles-Ochrophyta
ASV89,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Rhizaria-Radiolaria
ASV90,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Alveolata-Syndiniales
ASV91,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.,Alveolata-Syndiniales
ASV92,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Reticulosida,Filoretidae,Filoreta,Filoreta_sp.,Rhizaria-Cercozoa
ASV93,Eukaryota,Rhizaria,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Rhizaria-Cercozoa
ASV94,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_unclassified,Oligohymenophorea_unclassified,Oligohymenophorea_unclassified,Oligohymenophorea_unclassified,Alveolata-Ciliates
ASV95,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,Pseudo-nitzschia_unclassified,Stramenopiles-Ochrophyta
ASV96,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV97,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Rhizaria-Radiolaria
ASV98,Eukaryota,Opisthokonta,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta_unclassified,Opisthokonta-Other
ASV99,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata-Syndiniales
ASV100,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiales_unclassified,Prymnesiales_unclassified,Prymnesiales_unclassified,Hacrobia-Haptophyta
ASV101,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Alveolata-Dinoflagellates
ASV102,Eukaryota,Archaeplastida,Archaeplastida_unclassified,Archaeplastida_unclassified,Archaeplastida_unclassified,Archaeplastida_unclassified,Archaeplastida_unclassified,Archaeplastida_unclassified,Archaeplastida-Other
ASV103,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata-Syndiniales
ASV104,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Scyphozoa,Paraphyllina,Paraphyllina_ransoni,Opisthokonta-Metazoa
ASV105,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_unclassified,Raphid-pennate_unclassified,Stramenopiles-Ochrophyta
ASV106,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVb,RAD-B_X_Group-IVb_X,RAD-B_X_Group-IVb_X_sp.,Rhizaria-Radiolaria
ASV107,Eukaryota,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles_unclassified,Stramenopiles-Other
ASV108,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata-Syndiniales
ASV109,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_unclassified,Dino-Group-I-Clade-4_unclassified,Alveolata-Syndiniales
ASV110,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Apolemia,Apolemia_sp.,Opisthokonta-Metazoa
ASV111,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,Alveolata-Syndiniales
ASV112,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Reticulosida,Filoretidae,Filoreta,Filoreta_sp.,Rhizaria-Cercozoa
ASV113,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Rhizaria-Radiolaria
ASV114,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Bacillariophyta_X_unclassified,Bacillariophyta_X_unclassified,Bacillariophyta_X_unclassified,Stramenopiles-Ochrophyta
ASV115,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Stramenopiles-Unclassified
ASV116,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Spumellaria_unclassified,Spumellaria_unclassified,Spumellaria_unclassified,Rhizaria-Radiolaria
ASV117,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Reticulosida,Filoretidae,Filoreta,Filoreta_sp.,Rhizaria-Cercozoa
ASV118,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,Alveolata-Dinoflagellates
ASV119,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV120,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesiaceae_unclassified,Prymnesiaceae_unclassified,Hacrobia-Haptophyta
ASV121,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Acantharea_unclassified,Rhizaria-Radiolaria
ASV122,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV123,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Dino-Group-II_unclassified,Alveolata-Syndiniales
ASV124,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Protodrilus,Protodrilus_sp.,Opisthokonta-Metazoa
ASV125,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Tholoniidae,Tholomura,Tholomura_transversara,Rhizaria-Radiolaria
ASV126,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,Alveolata-Syndiniales
ASV127,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Opisthokonta-Other
ASV128,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,Alveolata-Syndiniales
ASV129,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_unclassified,Maxillopoda_unclassified,Opisthokonta-Metazoa
ASV130,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Opisthokonta-Metazoa
ASV131,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,Heterobranchia_unclassified,Heterobranchia_unclassified,Opisthokonta-Metazoa
ASV132,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Alveolata-Syndiniales
ASV133,Eukaryota,Alveolata,Dinoflagellata,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Alveolata-Dinoflagellates
ASV134,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.,Alveolata-Syndiniales
ASV135,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.,Rhizaria-Radiolaria
ASV136,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Gymnodiniales_unclassified,Alveolata-Dinoflagellates
ASV137,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Endomyxa-Ascetosporea_X,Endomyxa-Ascetosporea_XX,Endomyxa-Ascetosporea_XXX,Endomyxa-Ascetosporea_XXX_sp.,Rhizaria-Cercozoa
ASV138,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,Alveolata-Syndiniales
ASV139,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-7,Dino-Group-I-Clade-7_X,Dino-Group-I-Clade-7_X_sp.,Alveolata-Syndiniales
ASV140,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Rhizaria-Cercozoa
ASV141,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.,Alveolata-Syndiniales
ASV142,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1C,MAST-1C_X,MAST-1C_XX,MAST-1C_XX_sp.,Stramenopiles-MAST
ASV143,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XX_unclassified,Ctenophora_XX_unclassified,Opisthokonta-Metazoa
